lic_no,patron_nm,descr,eff_date,exp_date,descr,work_phn_no,dba_nm,compute_0009,compute_0010,long_descr
20070004716,SOBO RESTAURANTS INC,Liquor On Sale - 101-180 Seats,1/21/2009 00:00:00,1/21/2016 00:00:00,Active            ,6512242019,SENOR WONG,111 KELLOGG BLVD E ,"ST PAUL, MN 55101-1237",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20100004148,MUELLER ENTERTAINMENT HOLDINGS LLC,Liquor On Sale - 101-180 Seats,12/15/2010 00:00:00,8/23/2016 00:00:00,Active            ,6512332165,STATION 280,2554 COMO AVE STE 7,"ST PAUL, MN 55108",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
0094203,TAVERN ON GRAND INC,Liquor On Sale - 101-180 Seats,7/1/2008 00:00:00,7/1/2016 00:00:00,Active            ,6512289030,TAVERN ON GRAND,656 GRAND AVE ,"ST PAUL, MN 55105-3402",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20060003441,JEFFERSON AVENUE INVESTMENTS INC,Liquor On Sale - 101-180 Seats,12/28/2008 00:00:00,12/28/2015 00:00:00,Active            ,6512276315,TAVERN ON THE AVENUE,825 JEFFERSON AVE ,"ST PAUL, MN 55102-3249",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20080003229,THE BULLDOG LOWERTOWN INC,Liquor On Sale - 101-180 Seats,10/1/2008 00:00:00,10/1/2016 00:00:00,Active            ,6512210750,THE BULLDOG RESTAURANT,237 6TH ST E ,"ST PAUL, MN 55114-1717",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20040000032,CHERRY'S MINNEHAHA TAVERN INC,Liquor On Sale - 101-180 Seats,1/31/2008 00:00:00,1/31/2016 00:00:00,Active            ,6517766676,THE CHERRY PIT,735 WHITE BEAR AVE N ,"ST PAUL, MN 55106-4309",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20070000211,ZIEGLER ENTERPRISES INC,Liquor On Sale - 101-180 Seats,2/16/2008 00:00:00,2/16/2016 00:00:00,Active            ,6512929421,THE GLOCKENSPIEL RESTAURANT,605 7TH ST W ,"ST PAUL, MN 55102-2920",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20150001092,THE OX CART ALE HOUSE LLC,Liquor On Sale - 101-180 Seats,6/22/2015 00:00:00,5/7/2016 00:00:00,Active            ,6517568909,THE OX CART ALE HOUSE,255 6TH ST E ,"ST PAUL, MN 55101",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20140001613,"EAGLE STREET GRILLE, INC",Liquor On Sale - 101-180 Seats,12/5/2014 00:00:00,8/1/2016 00:00:00,Active Pending Ren,6513306002,THE SALT CELLAR LLC,173 WESTERN AVE N ,"ST PAUL, MN 55103-2017",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
0016211,WALMONT INC,Liquor On Sale - 101-180 Seats,1/31/2008 00:00:00,1/31/2016 00:00:00,Active            ,6516904747,TIFFANY LOUNGE,2051 FORD PKWY ,"ST PAUL, MN 55116-1932",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
0077104,TOWN HOUSE COUNTRY INC,Liquor On Sale - 101-180 Seats,4/30/2008 00:00:00,5/1/2016 00:00:00,Active            ,6516467087,TOWN HOUSE,1415 UNIVERSITY AVE W ,"ST PAUL, MN 55104-4003",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20130000063,ITALIAN FARE INC,Liquor On Sale - 101-180 Seats,2/13/2013 00:00:00,12/31/2015 00:00:00,Active            ,6512224050,TRATTORIA DA VINCI,400 SIBLEY ST UNIT 190,"ST PAUL, MN 55101",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20140002976,DAKOTA COOKS LLC,Liquor On Sale - 101-180 Seats,12/30/2014 00:00:00,10/1/2016 00:00:00,Active            ,6513321010,VIEUX CARRE,408 ST PETER ST ,"ST PAUL, MN 55102-1130",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20140003000,TWIN CITY BEER BARONS LLC,Liquor On Sale - 101-180 Seats,12/8/2014 00:00:00,12/8/2015 00:00:00,Pending           ,,WORLD OF BEER,356 SIBLEY ST ,"ST PAUL, MN 55101",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20130005423,ST PAUL HOSPITALITY SYSTEMS LLC,Liquor On Sale - 181-290 Seats,10/21/2015 00:00:00,9/15/2016 00:00:00,Active            ,6128772702,AMERICAN BURGER BAR,354 WABASHA ST N ,"ST PAUL, MN 55102-1418",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
20110002591,AMSTERDAM LLC,Liquor On Sale - 181-290 Seats,8/26/2011 00:00:00,8/1/2016 00:00:00,Active            ,6126696915,AMSTERDAM BAR & HALL,6 6TH ST W ,"ST PAUL, MN 55102",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
0016190,BOCA CHICA INC,Liquor On Sale - 181-290 Seats,4/30/2008 00:00:00,4/30/2016 00:00:00,Active            ,6512228499,BOCA CHICA,11 CESAR CHAVEZ ST ,"ST PAUL, MN 55107-2225",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
20130000167,BLAZIN WINGS INC,Liquor On Sale - 181-290 Seats,6/14/2013 00:00:00,7/1/2016 00:00:00,Active            ,6516442638,BUFFALO WILD WINGS,80 SNELLING AVE N ,"ST PAUL, MN 55104-6725",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
20100003374,CHECKER BAR INC,Liquor On Sale - 181-290 Seats,3/30/2011 00:00:00,2/1/2016 00:00:00,Active            ,6517721020,CHECKER BAR,992 ARCADE ST ,"ST PAUL, MN 55106-3202",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
0016212,DEGIDIO INC,Liquor On Sale - 181-290 Seats,3/31/2008 00:00:00,3/31/2016 00:00:00,Active            ,6512917105,DEGIDIO'S BAR,425 7TH ST W ,"ST PAUL, MN 55102-2730",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
20000004160,TYCOON INC OF ST PAUL,Liquor On Sale - 181-290 Seats,7/15/2008 00:00:00,7/15/2016 00:00:00,Active            ,6512289500,DOWNTOWNER WOODFIRE GRILL,253 7TH ST W ,"ST PAUL, MN 55104-3549",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
20020005914,EAGLE STREET GRILLE INC,Liquor On Sale - 181-290 Seats,8/7/2009 00:00:00,3/7/2016 00:00:00,Active            ,6512251382,EAGLE STREET GRILLE,174 7TH ST W ,"ST PAUL, MN 55102-2521",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
0014864,CATHEDRAL HILL HOSPITALITY INC,Liquor On Sale - 181-290 Seats,6/27/2008 00:00:00,6/27/2016 00:00:00,Active            ,6512259414,FABULOUS FERN'S BAR & GRILL,400 SELBY AVE ,"ST PAUL, MN 55102-4508",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
20080001609,TAHER RESTAURANT ACQUISITIONS LLC,Liquor On Sale - 181-290 Seats,7/18/2008 00:00:00,7/1/2016 00:00:00,Active            ,6512245606,FOREPAUGH'S,276 EXCHANGE ST S ,"ST PAUL, MN 55102-2417",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
20130005371,THE GREEN MILL INN LLC,Liquor On Sale - 181-290 Seats,6/1/2013 00:00:00,6/1/2016 00:00:00,Active            ,6516980353,GREEN MILL,57 HAMLINE AVE S ,"ST PAUL, MN 55105-2248",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
20090003003,MARS ENTERPRIZES LLC,Liquor On Sale - 181-290 Seats,8/21/2009 00:00:00,8/21/2016 00:00:00,Active            ,6514888245,HALF TIME REC,1013 FRONT AVE ,"ST PAUL, MN 55103-1256",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
20140000555,CITY OF ST PAUL PARKS & RECREATION,Liquor On Sale - 181-290 Seats,4/18/2014 00:00:00,4/18/2016 00:00:00,Active            ,6516953774,HIGHLAND NATIONAL GOLFCOURSE & CLUBHOUSE,1403 MONTREAL AVE ,"ST PAUL, MN 55116-2460",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
20120005121,HILLCREST OPERATIONS INC,Liquor On Sale - 181-290 Seats,3/4/2013 00:00:00,11/1/2016 00:00:00,Active            ,6517746088,HILLCREST COUNTRY CLUB,2200 LARPENTEUR AVE E ,"ST PAUL, MN 55109-4866",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
0034580,DA FA INC,Liquor On Sale - 181-290 Seats,10/1/2008 00:00:00,10/1/2016 00:00:00,Active            ,6512247588,HUNAN GARDEN,380 CEDAR ST ,"ST PAUL, MN 55101-1705",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
0049923,MINNESOTA LANDMARKS INC,Liquor On Sale - 181-290 Seats,1/1/2011 00:00:00,1/1/2016 00:00:00,Active            ,6512924376,LANDMARK BEVERAGE SERVICE,75 5TH ST W ,"ST PAUL, MN 55102-1431",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
20140002105,LOWERTOWN EVENT CENTER LLC,Liquor On Sale - 181-290 Seats,12/9/2014 00:00:00,12/9/2015 00:00:00,Active Pending Ren,6123104369,LOWERTOWN EVENT CENTER,400 SIBLEY ST STE L50,"ST PAUL, MN 55101",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
20130003513,MAI VILLAGE INC,Liquor On Sale - 181-290 Seats,3/19/2014 00:00:00,3/19/2016 00:00:00,Active            ,6512902585,MAI VILLAGE RESTAURANT,394 UNIVERSITY AVE W ,"ST PAUL, MN 55103",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
0016102,BOWL-RITE INC,Liquor On Sale - 181-290 Seats,3/31/2008 00:00:00,3/31/2016 00:00:00,Active            ,6516461396,MIDWAY PRO BOWL,1556 UNIVERSITY AVE W ,"ST PAUL, MN 55104",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
0082059,MINNESOTA HISTORICAL SOCIETY,Liquor On Sale - 181-290 Seats,7/1/2010 00:00:00,7/1/2016 00:00:00,Active            ,6512593159,MINNESOTA HISTORICAL SOCIETY,345 KELLOGG BLVD W ,"ST PAUL, MN 55102-1903",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
0086794,MINNESOTA MUSIC INC,Liquor On Sale - 181-290 Seats,10/22/2008 00:00:00,10/22/2015 00:00:00,Delinquent        ,6517764699,MINNESOTA MUSIC CLUB,499 PAYNE AVE ,"ST PAUL, MN 55130",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
20010003342,JOHNSEN FOOD & PUB INC,Liquor On Sale - 181-290 Seats,9/18/2008 00:00:00,9/18/2016 00:00:00,Active            ,6517767010,OBB'S SPORTS BAR & GRILL,1347 BURNS AVE ,"ST PAUL, MN 55106-6518",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
19980005219,350 MARKET STREET LLC,Liquor On Sale - 181-290 Seats,7/1/2008 00:00:00,7/1/2016 00:00:00,Active            ,6512237000,PAZZALUNA,360 ST PETER ST ,"ST PAUL, MN 55102-3641",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
20140000553,CITY OF ST PAUL PARKS & RECREATION,Liquor On Sale - 181-290 Seats,4/18/2014 00:00:00,4/18/2016 00:00:00,Active            ,6517780413,PHALEN PARK GOLF COURSE & CLUB HOUSE,1615 PHALEN DRIVE ,"ST PAUL, MN 55106",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
20140000924,PUBLIC KITCHEN AND BAR LLC,Liquor On Sale - 181-290 Seats,6/1/2014 00:00:00,6/1/2016 00:00:00,Active            ,6127357099,PUBLIC KITCHEN AND BAR,229 6TH ST E ,"ST PAUL, MN 55101-1919",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
20050000245,SAKURA RESTAURANT INC,Liquor On Sale - 181-290 Seats,2/4/2008 00:00:00,2/4/2016 00:00:00,Active            ,6512240185,SAKURA JAPANESE RESTAURANT,350 ST PETER ST 195,"ST PAUL, MN 55102",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
20070002220,SALUT GRAND AVENUE LLC,Liquor On Sale - 181-290 Seats,5/23/2010 00:00:00,5/23/2016 00:00:00,Active            ,6519172345,SALUT BAR AMERICAN,917 GRAND AVE ,"ST PAUL, MN 55105-3043",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
20060004156,MEEFY BEAT INC,Liquor On Sale - 181-290 Seats,4/19/2010 00:00:00,12/10/2015 00:00:00,Active Pending Ren,6512289925,SHAMROCKS IRISH NOOK,995 7TH ST W ,"ST PAUL, MN 55102-3519",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
20000000083,SUN RAY LANES INC,Liquor On Sale - 181-290 Seats,2/1/2008 00:00:00,2/1/2016 00:00:00,Active            ,6517353222,SUN RAY LANES,2245 HUDSON ROAD ,"ST PAUL, MN 55119-4130",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
0016326,LEO GADBOIS,Liquor On Sale - 181-290 Seats,1/31/2008 00:00:00,1/31/2016 00:00:00,Active            ,6512219157,SWEENEY'S SALOON,96 DALE ST N ,"ST PAUL, MN 55102-2039",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
20050000511,MATAB INC,Liquor On Sale - 181-290 Seats,4/19/2008 00:00:00,4/19/2016 00:00:00,Active            ,6512246373,SWEETWATER GRILL & BAR & BANQUET,161 ST ANTHONY AVE ,"ST PAUL, MN 55103-2382",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
0043940,THE UNIVERSITY CLUB OF ST PAUL,Liquor On Sale - 181-290 Seats,1/31/2008 00:00:00,1/31/2016 00:00:00,Active            ,6512245845,THE COMMODORE,79 WESTERN AVE N ,"ST PAUL, MN 55102-4601",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
20050004074,THE HAPPY GNOME LLC,Liquor On Sale - 181-290 Seats,11/15/2008 00:00:00,11/15/2015 00:00:00,Active Pending Ren,6512872018,THE HAPPY GNOME,498 SELBY AVE ,"ST PAUL, MN 55102-1727",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
20030000566,THE LIFFEY LLC,Liquor On Sale - 181-290 Seats,8/1/2012 00:00:00,3/6/2016 00:00:00,Active            ,6515561416,THE LIFFEY,175 7TH ST W ,"ST PAUL, MN 55102-2520",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
19990002357,GRAND AMERICAN RESTAURANT CO,Liquor On Sale - 181-290 Seats,5/14/2008 00:00:00,5/14/2016 00:00:00,Active            ,6512912525,THE WILD ONION,788 GRAND AVE ,"ST PAUL, MN 55105-3306",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
20110002214,TIN CUPS LLC,Liquor On Sale - 181-290 Seats,9/12/2011 00:00:00,7/15/2016 00:00:00,Active            ,6514877967,TIN CUP BAR & RESTAURANT,1220 RICE ST ,"ST PAUL, MN 55117-4539",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
20070001103,WEST SEVENTH STREET PARTNERS LLC,Liquor On Sale - 181-290 Seats,3/10/2008 00:00:00,3/10/2016 00:00:00,Active            ,6512929916,TOM REID'S HOCKEY CITY PUB,258 7TH ST W ,"ST PAUL, MN 55102-2523",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
0016320,W A FROST & CO INC,Liquor On Sale - 181-290 Seats,4/30/2008 00:00:00,11/22/2015 00:00:00,Active Pending Ren,6512245715,W A FROST AND COMPANY,374 SELBY AVE ,"ST PAUL, MN 55102-1825",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
0023846,215 WABASHA PROPERTIES INC,Liquor On Sale - 181-290 Seats,12/14/2008 00:00:00,12/14/2015 00:00:00,Active Pending Ren,6512241191,WABASHA STREET CAVES,215 WABASHA ST S ,"ST PAUL, MN 55107-1805",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
20110004604,THE PALACE OF ST PAUL LLC,Liquor On Sale - 181-290 Seats,12/1/2011 00:00:00,12/1/2015 00:00:00,Active Pending Ren,6512248181,WILD TYMES,33 7TH PLACE W ,"ST PAUL, MN 55102",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
0096027,RICHARD A DEFOE ENTERPRISES INC,Liquor On Sale - 181-290 Seats,6/4/2010 00:00:00,6/4/2016 00:00:00,Active            ,6514898466,WILEBSKI'S BLUES SALOON,1638 RICE ST ,"ST PAUL, MN 55117-3756",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
0016348,YARUSSO BROTHERS INC,Liquor On Sale - 181-290 Seats,1/31/2008 00:00:00,1/31/2016 00:00:00,Active            ,6517764848,YARUSSO BROTHERS,637 PAYNE AVE ,"ST PAUL, MN 55130-4541",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 181 - 290 seats.
20140003751,EAST SIDE INDUSTRIES INC,Liquor On Sale - 2 AM Closing,2/22/2015 00:00:00,2/22/2016 00:00:00,Pending           ,,7TH STREET SALOON,1179 7TH ST E ,"ST PAUL, MN 55106-4013",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
19980003430,BAISI INC,Liquor On Sale - 2 AM Closing,8/6/2003 00:00:00,12/1/2015 00:00:00,Active Pending Ren,6512247717,ALARY'S,139 7TH ST E ,"ST PAUL, MN 55101-2333",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20130005423,ST PAUL HOSPITALITY SYSTEMS LLC,Liquor On Sale - 2 AM Closing,10/21/2015 00:00:00,9/15/2016 00:00:00,Active Pending Ren,6128772702,AMERICAN BURGER BAR,354 WABASHA ST N ,"ST PAUL, MN 55102-1418",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20110002591,AMSTERDAM LLC,Liquor On Sale - 2 AM Closing,8/26/2011 00:00:00,8/1/2016 00:00:00,Active            ,6126696915,AMSTERDAM BAR & HALL,6 6TH ST W ,"ST PAUL, MN 55102",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
0054523,METRO BAR & GRILL INC,Liquor On Sale - 2 AM Closing,8/6/2003 00:00:00,12/31/2015 00:00:00,Active            ,6516425975,ARNELLIA'S,1183 UNIVERSITY AVE W ,"ST PAUL, MN 55104-4124",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20080000081,BONFIRE RESTAURANT COMPANY LLC,Liquor On Sale - 2 AM Closing,4/4/2008 00:00:00,4/4/2016 00:00:00,Active            ,6513121299,AXEL'S BONFIRE,850 GRAND AVE ,"ST PAUL, MN 55105-3397",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20110001529,BARRIO HOLDINGS LLC,Liquor On Sale - 2 AM Closing,6/1/2011 00:00:00,7/1/2016 00:00:00,Active            ,6512223250,BARRIO TEQUILA BAR,235 6TH ST E ,"ST PAUL, MN 55114-1717",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20120003964,BEDLAM THEATRE,Liquor On Sale - 2 AM Closing,5/14/2014 00:00:00,5/14/2016 00:00:00,Active Pending Ren,6123411038,BEDLAM THEATRE,213 4TH ST E ,"ST PAUL, MN 55101-1603",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
0018526,BILCO INC,Liquor On Sale - 2 AM Closing,8/6/2003 00:00:00,6/21/2016 00:00:00,Active            ,6512929140,BILLY'S ON GRAND,857 GRAND AVE ,"ST PAUL, MN 55105-3398",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20140003650,LOWRY KITCHEN & BAR LLC,Liquor On Sale - 2 AM Closing,2/12/2015 00:00:00,2/12/2016 00:00:00,Pending           ,6514927676,BOOKMAKERS,345 WABASHA ST N ,"ST PAUL, MN 55102-1432",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
0016222,B H & M INC,Liquor On Sale - 2 AM Closing,9/2/2003 11:49:39,4/30/2016 00:00:00,Active            ,6514885694,BORN'S DUTCH BAR,899 RICE ST ,"ST PAUL, MN 55117-5424",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20070001039,THE SHOE FACTORY LLC,Liquor On Sale - 2 AM Closing,6/11/2007 00:00:00,5/25/2016 00:00:00,Active            ,6512902290,CAMP BAR TWIN CITIES,490 ROBERT ST N ,"ST PAUL, MN 55101-2246",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
0016395,V & J LIQUORS INC,Liquor On Sale - 2 AM Closing,8/6/2003 00:00:00,2/29/2016 00:00:00,Active            ,6516458472,CHRISTENSEN'S BAR,1567 UNIVERSITY AVE W ,"ST PAUL, MN 55104-3903",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20130000648,11 EAST KELLOGG BOULEVARD LLC,Liquor On Sale - 2 AM Closing,4/7/2013 00:00:00,4/7/2016 00:00:00,Active            ,,CROWNE PLAZA SAINT PAUL RIVERFRONT HOTEL,11 KELLOGG BLVD E ,"ST PAUL, MN 55101-1005",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20150001683,BUTTER AND GUNS LLC,Liquor On Sale - 2 AM Closing,6/11/2015 12:58:20,6/10/2016 12:55:49,Pending           ,6122212221,DARK HORSE,250 7TH ST E ,"ST PAUL, MN 55101-2349",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20130000646,411 MINNESOTA STREET LLC,Liquor On Sale - 2 AM Closing,7/14/2014 10:20:34,4/7/2016 00:00:00,Active            ,,DOUBLETREE BY HILTON SAINT PAUL,411 MINNESOTA ST ,"ST PAUL, MN 55101-1703",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
0015999,SCANLON'S PUB INC,Liquor On Sale - 2 AM Closing,8/6/2003 00:00:00,3/31/2016 00:00:00,Active            ,6516465551,DUBLINER PUB,2162 UNIVERSITY AVE W ,"ST PAUL, MN 55114-1820",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20020005914,EAGLE STREET GRILLE INC,Liquor On Sale - 2 AM Closing,3/15/2007 10:45:50,3/7/2016 00:00:00,Active            ,6512251382,EAGLE STREET GRILLE,174 7TH ST W ,"ST PAUL, MN 55102-2521",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
20120002528,SMAKEM ST PAUL LLC,Liquor On Sale - 2 AM Closing,7/30/2012 00:00:00,5/31/2016 00:00:00,Active            ,6512245400,EMBASSY SUITES ST PAUL - DOWNTOWN,175 10TH ST E ,"ST PAUL, MN 55101-2352",C.F. 03-554 Chapter 409 of the St Paul Legislative Code License for an establishment which has received a permit from the State of Minnesota which authorizes sale of intoxicating liquor or 3.2 percent malt liquor on-sale between the hours of 1:00 AM and 2:00 AM may make such sales if it has provided a copy of the permit to the Director of the Department of Safety and Inspections.
